,ID,subsystem
6541,EX_fe2(e),Exchange/demand reaction
6542,EX_fe3(e),Exchange/demand reaction
6543,EX_fol(e),Exchange/demand reaction
6544,EX_for(e),Exchange/demand reaction
6545,EX_fru(e),Exchange/demand reaction
6546,EX_fuc13galacglcgal14acglcgalgluside_hs(e),Exchange/demand reaction
6547,EX_fuc14galacglcgalgluside_hs(e),Exchange/demand reaction
6548,EX_fucacgalfucgalacglcgalgluside_hs(e),Exchange/demand reaction
6549,EX_fucacngal14acglcgalgluside_hs(e),Exchange/demand reaction
6550,EX_fucfuc12gal14acglcgalgluside_hs(e),Exchange/demand reaction
6551,EX_fucfuc132galacglcgal14acglcgalgluside_hs(e),Exchange/demand reaction
6552,EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e),Exchange/demand reaction
6553,EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e),Exchange/demand reaction
6554,EX_fucfucgalacglcgalgluside_hs(e),Exchange/demand reaction
6555,EX_fucgal14acglcgalgluside_hs(e),Exchange/demand reaction
6556,EX_fucgalfucgalacglcgalgluside_hs(e),Exchange/demand reaction
6557,EX_fucgalgbside_hs(e),Exchange/demand reaction
6558,EX_fuc_L(e),Exchange/demand reaction
6559,EX_gal(e),Exchange/demand reaction
6560,EX_galacglcgalgbside_hs(e),Exchange/demand reaction
6561,EX_galfuc12gal14acglcgalgluside_hs(e),Exchange/demand reaction
6562,EX_galfucgalacglcgal14acglcgalgluside_hs(e),Exchange/demand reaction
6563,EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e),Exchange/demand reaction
6564,EX_galgalgalthcrm_hs(e),Exchange/demand reaction
6565,EX_gam(e),Exchange/demand reaction
6566,EX_gbside_hs(e),Exchange/demand reaction
6567,EX_gchola(e),Exchange/demand reaction
6568,EX_gdp(e),Exchange/demand reaction
6569,EX_glc(e),Exchange/demand reaction
6570,EX_gln_L(e),Exchange/demand reaction
6571,EX_gluala(e),Exchange/demand reaction
6572,EX_glu_L(e),Exchange/demand reaction
6573,EX_gly(e),Exchange/demand reaction
6574,EX_glyb(e),Exchange/demand reaction
6575,EX_glyc(e),Exchange/demand reaction
6576,EX_glyc_S(e),Exchange/demand reaction
6577,EX_glygn2(e),Exchange/demand reaction
6578,EX_glygn4(e),Exchange/demand reaction
6579,EX_glygn5(e),Exchange/demand reaction
6580,EX_gmp(e),Exchange/demand reaction
6581,EX_gsn(e),Exchange/demand reaction
6582,EX_gt1a_hs(e),Exchange/demand reaction
6583,EX_gthox(e),Exchange/demand reaction
6584,EX_gthrd(e),Exchange/demand reaction
6585,EX_gtp(e),Exchange/demand reaction
6586,EX_gua(e),Exchange/demand reaction
6587,EX_h(e),Exchange/demand reaction
6588,EX_h2o(e),Exchange/demand reaction
6589,EX_h2o2(e),Exchange/demand reaction
6590,EX_ha(e),Exchange/demand reaction
6591,EX_ha_pre1(e),Exchange/demand reaction
6592,EX_hco3(e),Exchange/demand reaction
6593,EX_hcoumarin(e),Exchange/demand reaction
6594,EX_hdca(e),Exchange/demand reaction
6595,EX_hdcea(e),Exchange/demand reaction
6596,EX_hestratriol(e),Exchange/demand reaction
6597,EX_hexc(e),Exchange/demand reaction
6598,EX_his_L(e),Exchange/demand reaction
6599,EX_hista(e),Exchange/demand reaction
6600,EX_hom_L(e),Exchange/demand reaction
6601,EX_hpdca(e),Exchange/demand reaction
6602,EX_htaxol(e),Exchange/demand reaction
6603,EX_hxan(e),Exchange/demand reaction
6604,EX_i(e),Exchange/demand reaction
6605,EX_idp(e),Exchange/demand reaction
6606,EX_ile_L(e),Exchange/demand reaction
6607,EX_imp(e),Exchange/demand reaction
6608,EX_inost(e),Exchange/demand reaction
6609,EX_ins(e),Exchange/demand reaction
6610,EX_k(e),Exchange/demand reaction
6611,EX_lac_D(e),Exchange/demand reaction
6612,EX_lac_L(e),Exchange/demand reaction
6613,EX_lcts(e),Exchange/demand reaction
6614,EX_Lcystin(e),Exchange/demand reaction
6615,EX_leuktrA4(e),Exchange/demand reaction
6616,EX_leuktrB4(e),Exchange/demand reaction
6617,EX_leuktrC4(e),Exchange/demand reaction
6618,EX_leuktrD4(e),Exchange/demand reaction
6619,EX_leuktrE4(e),Exchange/demand reaction
6620,EX_leuktrF4(e),Exchange/demand reaction
6621,EX_leu_L(e),Exchange/demand reaction
6622,EX_lgnc(e),Exchange/demand reaction
6623,EX_limnen(e),Exchange/demand reaction
6624,EX_lipoate(e),Exchange/demand reaction
6625,EX_lnlc(e),Exchange/demand reaction
6626,EX_lnlnca(e),Exchange/demand reaction
6627,EX_lnlncg(e),Exchange/demand reaction
6628,EX_lpchol_hs(e),Exchange/demand reaction
6629,EX_lys_L(e),Exchange/demand reaction
6630,EX_mag_hs(e),Exchange/demand reaction
6631,EX_malt(e),Exchange/demand reaction
6632,EX_malttr(e),Exchange/demand reaction
6633,EX_man(e),Exchange/demand reaction
6634,EX_meoh(e),Exchange/demand reaction
6635,EX_mepi(e),Exchange/demand reaction
6636,EX_met_L(e),Exchange/demand reaction
6637,EX_mthgxl(e),Exchange/demand reaction
6638,EX_n2m2nmasn(e),Exchange/demand reaction
6639,EX_na1(e),Exchange/demand reaction
6640,EX_nac(e),Exchange/demand reaction
6641,EX_nad(e),Exchange/demand reaction
6642,EX_nadp(e),Exchange/demand reaction
6643,EX_ncam(e),Exchange/demand reaction
6644,EX_nh4(e),Exchange/demand reaction
6645,EX_no(e),Exchange/demand reaction
6646,EX_npthl(e),Exchange/demand reaction
6647,EX_nrpphr(e),Exchange/demand reaction
6648,EX_nrpphrsf(e),Exchange/demand reaction
6649,EX_nrvnc(e),Exchange/demand reaction
6650,EX_o2(e),Exchange/demand reaction
6651,EX_o2s(e),Exchange/demand reaction
6652,EX_ocdca(e),Exchange/demand reaction
6653,EX_ocdcea(e),Exchange/demand reaction
6654,EX_octa(e),Exchange/demand reaction
6655,EX_omeprazole(e),Exchange/demand reaction
6656,EX_onpthl(e),Exchange/demand reaction
6657,EX_orn(e),Exchange/demand reaction
6658,EX_oxa(e),Exchange/demand reaction
6659,EX_paf_hs(e),Exchange/demand reaction
6660,EX_pchol_hs(e),Exchange/demand reaction
6661,EX_pe_hs(e),Exchange/demand reaction
6662,EX_peplys(e),Exchange/demand reaction
6663,EX_perillyl(e),Exchange/demand reaction
6664,EX_pglyc_hs(e),Exchange/demand reaction
6665,EX_pheacgln(e),Exchange/demand reaction
6666,EX_phe_L(e),Exchange/demand reaction
6667,EX_pheme(e),Exchange/demand reaction
6668,EX_phyQ(e),Exchange/demand reaction
6669,EX_phyt(e),Exchange/demand reaction
6670,EX_pi(e),Exchange/demand reaction
6671,EX_pnto_R(e),Exchange/demand reaction
6672,EX_ppa(e),Exchange/demand reaction
6673,EX_prgstrn(e),Exchange/demand reaction
6674,EX_pro_D(e),Exchange/demand reaction
6675,EX_pro_L(e),Exchange/demand reaction
6676,EX_prostgd2(e),Exchange/demand reaction
6677,EX_prostge1(e),Exchange/demand reaction
6678,EX_prostge2(e),Exchange/demand reaction
6679,EX_prostgf2(e),Exchange/demand reaction
6680,EX_ps_hs(e),Exchange/demand reaction
6681,EX_ptdca(e),Exchange/demand reaction
6682,EX_pydam(e),Exchange/demand reaction
6683,EX_pydx(e),Exchange/demand reaction
6684,EX_pydxn(e),Exchange/demand reaction
6685,EX_pyr(e),Exchange/demand reaction
6686,EX_rbt(e),Exchange/demand reaction
6687,EX_retfa(e),Exchange/demand reaction
6688,EX_retinol(e),Exchange/demand reaction
6689,EX_retinol_9_cis(e),Exchange/demand reaction
6690,EX_retinol_cis_11(e),Exchange/demand reaction
6691,EX_retn(e),Exchange/demand reaction
6692,EX_retnglc(e),Exchange/demand reaction
6693,EX_rib_D(e),Exchange/demand reaction
6694,EX_ribflv(e),Exchange/demand reaction
6695,EX_Rtotal(e),Exchange/demand reaction
6696,EX_sarcs(e),Exchange/demand reaction
6697,EX_sel(e),Exchange/demand reaction
6698,EX_ser_D(e),Exchange/demand reaction
6699,EX_ser_L(e),Exchange/demand reaction
6700,EX_sl_L(e),Exchange/demand reaction
6701,EX_so4(e),Exchange/demand reaction
6702,EX_spc_hs(e),Exchange/demand reaction
6703,EX_sph1p(e),Exchange/demand reaction
6704,EX_sphs1p(e),Exchange/demand reaction
6705,EX_srtn(e),Exchange/demand reaction
6706,EX_strch1(e),Exchange/demand reaction
6707,EX_strch2(e),Exchange/demand reaction
6708,EX_strdnc(e),Exchange/demand reaction
6709,EX_succ(e),Exchange/demand reaction
6710,EX_sucr(e),Exchange/demand reaction
6711,EX_tag_hs(e),Exchange/demand reaction
6712,EX_tagat_D(e),Exchange/demand reaction
6713,EX_taur(e),Exchange/demand reaction
6714,EX_taxol(e),Exchange/demand reaction
6715,EX_tchola(e),Exchange/demand reaction
6716,EX_tcynt(e),Exchange/demand reaction
6717,EX_tdchola(e),Exchange/demand reaction
6718,EX_tethex3(e),Exchange/demand reaction
6719,EX_tetpent3(e),Exchange/demand reaction
6720,EX_thf(e),Exchange/demand reaction
6721,EX_thm(e),Exchange/demand reaction
6722,EX_thmmp(e),Exchange/demand reaction
6723,EX_thmtp(e),Exchange/demand reaction
6724,EX_thr_L(e),Exchange/demand reaction
6725,EX_thym(e),Exchange/demand reaction
6726,EX_thymd(e),Exchange/demand reaction
6727,EX_thyox_L(e),Exchange/demand reaction
6728,EX_tmndnc(e),Exchange/demand reaction
6729,EX_tolbutamide(e),Exchange/demand reaction
6730,EX_tre(e),Exchange/demand reaction
6731,EX_triodthy(e),Exchange/demand reaction
6732,EX_triodthysuf(e),Exchange/demand reaction
6733,EX_trp_L(e),Exchange/demand reaction
6734,EX_tststerone(e),Exchange/demand reaction
6735,EX_tststeroneglc(e),Exchange/demand reaction
6736,EX_tsul(e),Exchange/demand reaction
6737,EX_ttdca(e),Exchange/demand reaction
6738,EX_txa2(e),Exchange/demand reaction
6739,EX_tymsf(e),Exchange/demand reaction
6740,EX_Tyr_ggn(e),Exchange/demand reaction
6741,EX_tyr_L(e),Exchange/demand reaction
6742,EX_udp(e),Exchange/demand reaction
6743,EX_ump(e),Exchange/demand reaction
6744,EX_ura(e),Exchange/demand reaction
6745,EX_urate(e),Exchange/demand reaction
6746,EX_urea(e),Exchange/demand reaction
6747,EX_uri(e),Exchange/demand reaction
6748,EX_utp(e),Exchange/demand reaction
6749,EX_vacc(e),Exchange/demand reaction
6750,EX_val_L(e),Exchange/demand reaction
6751,EX_vitd2(e),Exchange/demand reaction
6752,EX_vitd3(e),Exchange/demand reaction
6753,EX_whddca(e),Exchange/demand reaction
6754,EX_whhdca(e),Exchange/demand reaction
6755,EX_whtststerone(e),Exchange/demand reaction
6756,EX_xolest2_hs(e),Exchange/demand reaction
6757,EX_xoltri24(e),Exchange/demand reaction
6758,EX_xoltri25(e),Exchange/demand reaction
6759,EX_xoltri27(e),Exchange/demand reaction
6760,EX_xyl_D(e),Exchange/demand reaction
6761,EX_xylt(e),Exchange/demand reaction
6762,EX_yvite(e),Exchange/demand reaction
6763,EX_4abutn(e),Exchange/demand reaction
6764,EX_acmana(e),Exchange/demand reaction
6765,EX_ahdt(e),Exchange/demand reaction
6766,EX_ctp(e),Exchange/demand reaction
6767,EX_dgmp(e),Exchange/demand reaction
6768,EX_dgtp(e),Exchange/demand reaction
6769,EX_dha(e),Exchange/demand reaction
6770,EX_dhap(e),Exchange/demand reaction
6771,EX_dtmp(e),Exchange/demand reaction
6772,EX_dttp(e),Exchange/demand reaction
6773,EX_fad(e),Exchange/demand reaction
6774,EX_fald(e),Exchange/demand reaction
6775,EX_g1p(e),Exchange/demand reaction
6776,EX_HC00229(e),Exchange/demand reaction
6777,EX_HC00250(e),Exchange/demand reaction
6778,EX_HC01104(e),Exchange/demand reaction
6779,EX_HC01361(e),Exchange/demand reaction
6780,EX_HC01440(e),Exchange/demand reaction
6781,EX_HC01441(e),Exchange/demand reaction
6782,EX_HC01444(e),Exchange/demand reaction
6783,EX_HC01446(e),Exchange/demand reaction
6784,EX_HC01577(e),Exchange/demand reaction
6785,EX_HC01609(e),Exchange/demand reaction
6786,EX_HC01610(e),Exchange/demand reaction
6787,EX_HC01700(e),Exchange/demand reaction
6788,EX_HC02160(e),Exchange/demand reaction
6789,EX_HC02161(e),Exchange/demand reaction
6790,EX_itp(e),Exchange/demand reaction
6791,EX_orot(e),Exchange/demand reaction
6792,EX_prpp(e),Exchange/demand reaction
6793,EX_ptrc(e),Exchange/demand reaction
6794,EX_pydx5p(e),Exchange/demand reaction
6795,EX_spmd(e),Exchange/demand reaction
6796,EX_udpg(e),Exchange/demand reaction
6797,EX_no2(e),Exchange/demand reaction
6798,EX_so3(e),Exchange/demand reaction
6799,EX_sprm(e),Exchange/demand reaction
6800,EX_prostgh2(e),Exchange/demand reaction
6801,EX_prostgi2(e),Exchange/demand reaction
6802,EX_ppi(e),Exchange/demand reaction
6803,EX_cdp(e),Exchange/demand reaction
6804,EX_dtdp(e),Exchange/demand reaction
6805,EX_HC00955(e),Exchange/demand reaction
6806,EX_citr_L(e),Exchange/demand reaction
6807,EX_HC01787(e),Exchange/demand reaction
6808,EX_C02470(e),Exchange/demand reaction
6809,EX_HC00822(e),Exchange/demand reaction
6810,EX_C02528(e),Exchange/demand reaction
6811,EX_HC02192(e),Exchange/demand reaction
6812,EX_CE5560(e),Exchange/demand reaction
6813,EX_HC02195(e),Exchange/demand reaction
6814,EX_HC02196(e),Exchange/demand reaction
6815,EX_HC02220(e),Exchange/demand reaction
6816,EX_HC02154(e),Exchange/demand reaction
6817,EX_ddca(e),Exchange/demand reaction
6818,EX_HC02199(e),Exchange/demand reaction
6819,EX_HC02200(e),Exchange/demand reaction
6820,EX_HC02201(e),Exchange/demand reaction
6821,EX_HC02172(e),Exchange/demand reaction
6822,EX_HC02191(e),Exchange/demand reaction
6823,EX_HC02194(e),Exchange/demand reaction
6824,EX_HC02197(e),Exchange/demand reaction
6825,EX_HC02198(e),Exchange/demand reaction
6826,EX_HC02187(e),Exchange/demand reaction
6827,EX_HC02180(e),Exchange/demand reaction
6828,EX_HC02179(e),Exchange/demand reaction
6829,EX_HC02202(e),Exchange/demand reaction
6830,EX_HC02203(e),Exchange/demand reaction
6831,EX_HC02204(e),Exchange/demand reaction
6832,EX_HC02205(e),Exchange/demand reaction
6833,EX_HC02206(e),Exchange/demand reaction
6834,EX_HC02207(e),Exchange/demand reaction
6835,EX_HC02208(e),Exchange/demand reaction
6836,EX_HC02210(e),Exchange/demand reaction
6837,EX_HC02213(e),Exchange/demand reaction
6838,EX_HC02214(e),Exchange/demand reaction
6839,EX_HC02216(e),Exchange/demand reaction
6840,EX_HC02217(e),Exchange/demand reaction
6841,EX_malcoa(e),Exchange/demand reaction
6842,EX_arachcoa(e),Exchange/demand reaction
6843,EX_coa(e),Exchange/demand reaction
6844,EX_CE2250(e),Exchange/demand reaction
6845,EX_CE1940(e),Exchange/demand reaction
6846,EX_CE2011(e),Exchange/demand reaction
6847,EX_maltttr(e),Exchange/demand reaction
6848,EX_maltpt(e),Exchange/demand reaction
6849,EX_malthx(e),Exchange/demand reaction
6850,EX_malthp(e),Exchange/demand reaction
6851,EX_CE2839(e),Exchange/demand reaction
6852,EX_CE2838(e),Exchange/demand reaction
6853,EX_CE1950(e),Exchange/demand reaction
6854,EX_cynt(e),Exchange/demand reaction
6855,EX_23cump(e),Exchange/demand reaction
6856,EX_3ump(e),Exchange/demand reaction
6857,EX_CE5797(e),Exchange/demand reaction
6858,EX_CE5798(e),Exchange/demand reaction
6859,EX_CE4633(e),Exchange/demand reaction
6860,EX_CE4881(e),Exchange/demand reaction
6861,EX_glcur(e),Exchange/demand reaction
6862,EX_udpgal(e),Exchange/demand reaction
6863,EX_crm_hs(e),Exchange/demand reaction
6864,EX_galside_hs(e),Exchange/demand reaction
6865,EX_CE0074(e),Exchange/demand reaction
6866,EX_cdpea(e),Exchange/demand reaction
6867,EX_12HPET(e),Exchange/demand reaction
6868,EX_C04849(e),Exchange/demand reaction
6869,EX_3bcrn_,Exchange/demand reaction
6870,EX_3ddcrn_,Exchange/demand reaction
6871,EX_3deccrn_,Exchange/demand reaction
6872,EX_3hdececrn_,Exchange/demand reaction
6873,EX_3hexdcrn_,Exchange/demand reaction
6874,EX_3ivcrn_,Exchange/demand reaction
6875,EX_3octdec2crn_,Exchange/demand reaction
6876,EX_3octdeccrn_,Exchange/demand reaction
6877,EX_3octdece1crn_,Exchange/demand reaction
6878,EX_3tdcrn_,Exchange/demand reaction
6879,EX_3tetd7ecoacrn_,Exchange/demand reaction
6880,EX_3thexddcoacrn_,Exchange/demand reaction
6881,EX_3ttetddcoacrn_,Exchange/demand reaction
6882,EX_c101crn_,Exchange/demand reaction
6883,EX_c10crn_,Exchange/demand reaction
6884,EX_c4crn_,Exchange/demand reaction
6885,EX_c51crn_,Exchange/demand reaction
6886,EX_c5dc_,Exchange/demand reaction
6887,EX_c6crn_,Exchange/demand reaction
6888,EX_c81crn_,Exchange/demand reaction
6889,EX_c8crn_,Exchange/demand reaction
6890,EX_ddece1crn_,Exchange/demand reaction
6891,EX_ddecrn_,Exchange/demand reaction
6892,EX_decdicrn_,Exchange/demand reaction
6893,EX_doco13ac_,Exchange/demand reaction
6894,EX_docosac(e),Exchange/demand reaction
6895,EX_ivcrn_,Exchange/demand reaction
6896,EX_tdcrn_,Exchange/demand reaction
6897,EX_tetdec2crn_,Exchange/demand reaction
6898,EX_tetdece1crn_,Exchange/demand reaction
6899,EX_dca(e),Fatty acid oxidation
6900,EX_4hpro(e),Exchange/demand reaction
6901,EX_adpcbl(e),Exchange/demand reaction
6902,EX_alaala(e),Exchange/demand reaction
6903,EX_bglc(e),Exchange/demand reaction
6904,EX_carn(e),Exchange/demand reaction
6905,EX_dchac(e),Exchange/demand reaction
6906,EX_glgchlo(e),Exchange/demand reaction
6907,EX_gltcho(e),Exchange/demand reaction
6908,EX_glygly(e),Exchange/demand reaction
6909,EX_glyleu(e),Exchange/demand reaction
6910,EX_glyphe(e),Exchange/demand reaction
6911,EX_glypro(e),Exchange/demand reaction
6912,EX_glysar(e),Exchange/demand reaction
6913,EX_gum(e),Exchange/demand reaction
6914,EX_gumgchol(e),Exchange/demand reaction
6915,EX_gumtchol(e),Exchange/demand reaction
6916,EX_leugly(e),Exchange/demand reaction
6917,EX_leuleu(e),Exchange/demand reaction
6918,EX_pectingchol(e),Exchange/demand reaction
6919,EX_pectintchol(e),Exchange/demand reaction
6920,EX_progly(e),Exchange/demand reaction
6921,EX_psyl(e),Exchange/demand reaction
6922,EX_psylchol(e),Exchange/demand reaction
6923,EX_psyltchol(e),Exchange/demand reaction
6924,EX_sbt-d(e),Exchange/demand reaction
6925,EX_sfcys(e),Exchange/demand reaction
6926,EX_tdechola(e),Exchange/demand reaction
6927,EX_cysam(e),Exchange/demand reaction
6928,EX_dpcoa(e),Exchange/demand reaction
6929,EX_fmn(e),Exchange/demand reaction
6930,EX_hyptaur(e),Exchange/demand reaction
6931,EX_oh1(e),Exchange/demand reaction
6932,EX_pan4p(e),Exchange/demand reaction
6933,EX_ptth(e),Exchange/demand reaction
6934,EX_q10(e),Exchange/demand reaction
6935,EX_q10h2(e),Exchange/demand reaction
6936,EX_34hpp_,Exchange/demand reaction
6937,EX_3mob(e),Exchange/demand reaction
6938,EX_3mop(e),Exchange/demand reaction
6939,EX_4mop(e),Exchange/demand reaction
6940,EX_5mta(e),Exchange/demand reaction
6941,EX_5oxpro(e),Exchange/demand reaction
6942,EX_ahcys(e),Exchange/demand reaction
6943,EX_aicar(e),Exchange/demand reaction
6944,EX_anth(e),Exchange/demand reaction
6945,EX_cbasp(e),Exchange/demand reaction
6946,EX_mal_L(e),Exchange/demand reaction
6947,EX_idour(e),Exchange/demand reaction
6948,EX_fum(e),
6949,EX_xmp(e),
6950,EX_dcmp(e),
6951,EX_HC00342(e),Exchange/demand reaction
6952,EX_glyc3p(e),Exchange/demand reaction
6953,biomass_reaction,
6954,biomass_protein,
6955,biomass_DNA,
6956,biomass_RNA,
6957,biomass_carbohydrate,
6958,biomass_lipid,
6959,biomass_other,
6960,ACSMCT1,
6961,ADNCNT3tc,
6962,ALAB0AT3tc,
6963,ALAPAT4te,
6964,ARACHDFATPtc,
6965,ARACHFATPtc,
6966,ARGB0AT3tc,
6967,ASNB0AT3tc,
6968,BETBGTtc,
6969,BUTSMCT1,
6970,CLCFTRte,
6971,CRNATBtc,
6972,CYSB0AT3tc,
6973,CYSSNAT4te,
6974,CYTDt2r,
6975,DHEASABCCte,
6976,DOPAENT4tc,
6977,ESTRAABCtc,
6978,ESTRGLCABCCte,
6979,ESTROSABCCte,
6980,ESTRSABCtc,
6981,FOLABCCte,
6982,FOLOAT1tc,
6983,FOLOAT2tc,
6984,FOLOATPtc,
6985,GABABGTtc,
6986,GLNB0AT3tc,
6987,GLUB0AT3tc,
6988,GLYB0AT3tc,
6989,GSNt2r,
6990,H2OGLYAQPt,
6991,HDCAFAPMtc,
6992,ILEB0AT2tc,
6993,ILEB0AT3tc,
6994,INSt2,
6995,LEUB0AT2tc,
6996,LEUB0AT3tc,
6997,LEUKABCtc,
6998,LGNCFATPtc,
6999,LGNCFATtc,
7000,METB0AT2tc,
7001,METB0AT3tc,
7002,NACSMCTte,
7003,OCDCAFAPMtc,
7004,OCDCAFATPtc,
7005,OCDCEAFATPtc,
7006,PCHOLABCtc,
7007,PGLYCABCte,
7008,PHEB0AT3tc,
7009,PHEMEABCte,
7010,PMTFATPtc,
7011,PPASMCT1,
7012,PROB0AT2tc,
7013,PROPAT4te,
7014,PSHSABCtc,
7015,PYRSMCT1,
7016,RETABCtc,
7017,SERB0AT3tc,
7018,SRTNENT4tc,
7019,TCHOLABCtc,
7020,THMDt2r,
7021,TRPB0AT3tc,
7022,TTDCAFATPtc,
7023,TYRB0AT3tc,
7024,URIt2r,
7025,VALB0AT2tc,
7026,VALB0AT3tc,
7027,EX_retinal(e),Exchange/demand reaction
7028,12HTACRhr,
7029,12HTACRtu,
7030,12HTACRtep,
7031,1331TAALThr,
7032,1331TACRhr,
7033,1331TACRteb,
7034,1331TACRtev,
7035,13DMThr,
7036,13DMTtu,
7037,13DMTtep,
7038,14HMDZALThr,
7039,14HMDZhr,
7040,14MDZtev,
7041,1513DTALThr,
7042,1513DTACRhr,
7043,1513TACRtu,
7044,1513TACRtep,
7045,1531TACRhr,
7046,1531TACRteb,
7047,1531TACRtev,
7048,1531TALThr,
7049,15DMThr,
7050,15DMTtu,
7051,15DMTtep,
7052,1HIBUPGLUC_Sthv,
7053,1HMDGLUChr,
7054,1HMDZGLUChc,
7055,1OHMDZhr,
7056,1OHMDZtep,
7057,2HATVLAChc,
7058,2HATVACIDGLUChr,
